accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR17192587	SRP350197	new	PRJNA787774	SAMN23844308	PG344	PG344	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG344_S89_R1.fastq.gz	PG344_S89_R2.fastq.gz				
SRR17192586	SRP350197	new	PRJNA787774	SAMN23844309	PG35	PG35	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG35_S55_R1.fastq.gz	PG35_S55_R2.fastq.gz				
SRR17192585	SRP350197	new	PRJNA787774	SAMN23844310	PG358	PG358	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG358_S265_R1.fastq.gz	PG358_S265_R2.fastq.gz				
SRR17192584	SRP350197	new	PRJNA787774	SAMN23844311	PG360	PG360	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG360_S116_R1.fastq.gz	PG360_S116_R2.fastq.gz				
SRR17192583	SRP350197	new	PRJNA787774	SAMN23844312	PG361	PG361	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG361_S266_R1.fastq.gz	PG361_S266_R2.fastq.gz				
SRR17192582	SRP350197	new	PRJNA787774	SAMN23844313	PG362	PG362	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG362_S71_R1.fastq.gz	PG362_S71_R2.fastq.gz				
SRR17192581	SRP350197	new	PRJNA787774	SAMN23844314	PG363	PG363	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG363_S267_R1.fastq.gz	PG363_S267_R2.fastq.gz				
SRR17192580	SRP350197	new	PRJNA787774	SAMN23844315	PG364	PG364	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG364_S149_R1.fastq.gz	PG364_S149_R2.fastq.gz				
SRR17192578	SRP350197	new	PRJNA787774	SAMN23844316	PG366	PG366	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG366_S15_R1.fastq.gz	PG366_S15_R2.fastq.gz				
SRR17192577	SRP350197	new	PRJNA787774	SAMN23844317	PG367	PG367	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG367_S72_R1.fastq.gz	PG367_S72_R2.fastq.gz				
SRR17192576	SRP350197	new	PRJNA787774	SAMN23844318	PG370	PG370	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG370_S270_R1.fastq.gz	PG370_S270_R2.fastq.gz				
SRR17192575	SRP350197	new	PRJNA787774	SAMN23844319	PG373	PG373	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG373-redeposit_S1_R1.fastq.gz	PG373-redeposit_S1_R2.fastq.gz				
SRR17192574	SRP350197	new	PRJNA787774	SAMN23844320	PG381	PG381	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG381_S147_R1.fastq.gz	PG381_S147_R2.fastq.gz				
SRR17192573	SRP350197	new	PRJNA787774	SAMN23844321	PG385	PG385	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG385_S10_R1.fastq.gz	PG385_S10_R2.fastq.gz				
SRR17192572	SRP350197	new	PRJNA787774	SAMN23844322	PG39	PG39	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG39_S201_R1.fastq.gz	PG39_S201_R2.fastq.gz				
SRR17192571	SRP350197	new	PRJNA787774	SAMN23844323	PG394	PG394	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG394_S14_R1.fastq.gz	PG394_S14_R2.fastq.gz				
SRR17192570	SRP350197	new	PRJNA787774	SAMN23844324	PG40	PG40	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG40_S28_R1.fastq.gz	PG40_S28_R2.fastq.gz				
SRR17192569	SRP350197	new	PRJNA787774	SAMN23844325	PG46	PG46	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG46_S133_R1.fastq.gz	PG46_S133_R2.fastq.gz				
SRR17192567	SRP350197	new	PRJNA787774	SAMN23844326	PG47	PG47	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG47_S192_R1.fastq.gz	PG47_S192_R2.fastq.gz				
SRR17192566	SRP350197	new	PRJNA787774	SAMN23844327	PG48	PG48	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG48_S134_R1.fastq.gz	PG48_S134_R2.fastq.gz				
SRR17192565	SRP350197	new	PRJNA787774	SAMN23844328	PG53	PG53	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG53_S194_R1.fastq.gz	PG53_S194_R2.fastq.gz				
SRR17192564	SRP350197	new	PRJNA787774	SAMN23844329	PG56	PG56	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG56-redeposit_S3_R1.fastq.gz	PG56-redeposit_S3_R2.fastq.gz				
SRR17192563	SRP350197	new	PRJNA787774	SAMN23844330	PG58	PG58	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG58_S48_R1.fastq.gz	PG58_S48_R2.fastq.gz				
SRR17192562	SRP350197	new	PRJNA787774	SAMN23844331	PG63	PG63	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG63_S171_R1.fastq.gz	PG63_S171_R2.fastq.gz				
SRR17192561	SRP350197	new	PRJNA787774	SAMN23844332	PG64	PG64	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG64_S38_R1.fastq.gz	PG64_S38_R2.fastq.gz				
SRR17192240	SRP350197	new	PRJNA787774	SAMN23844333	PG69	PG69	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG69-redeposit_S5_R1.fastq.gz	PG69-redeposit_S5_R2.fastq.gz				
SRR17192239	SRP350197	new	PRJNA787774	SAMN23844334	PG7	PG7	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG7_S35_R1.fastq.gz	PG7_S35_R2.fastq.gz				
SRR17192238	SRP350197	new	PRJNA787774	SAMN23844335	PG70	PG70	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG70_S34_R1.fastq.gz	PG70_S34_R2.fastq.gz				
SRR17192236	SRP350197	new	PRJNA787774	SAMN23844336	PG72	PG72	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG72_S73_R1.fastq.gz	PG72_S73_R2.fastq.gz				
SRR17192235	SRP350197	new	PRJNA787774	SAMN23844337	PG75	PG75	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG75_S148_R1.fastq.gz	PG75_S148_R2.fastq.gz				
SRR17192234	SRP350197	new	PRJNA787774	SAMN23844338	PG76	PG76	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG76_S139_R1.fastq.gz	PG76_S139_R2.fastq.gz				
SRR17192233	SRP350197	new	PRJNA787774	SAMN23844339	PG78	PG78	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG78_S202_R1.fastq.gz	PG78_S202_R2.fastq.gz				
SRR17192232	SRP350197	new	PRJNA787774	SAMN23844340	PG8	PG8	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG8-redeposit_S148_R1.fastq.gz	PG8-redeposit_S148_R2.fastq.gz				
SRR17192231	SRP350197	new	PRJNA787774	SAMN23844341	PG83	PG83	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG83_S134_R1.fastq.gz	PG83_S134_R2.fastq.gz				
SRR17192230	SRP350197	new	PRJNA787774	SAMN23844342	PG85	PG85	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG85_S13_R1.fastq.gz	PG85_S13_R2.fastq.gz				
SRR17192229	SRP350197	new	PRJNA787774	SAMN23844343	PG86	PG86	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG86_S135_R1.fastq.gz	PG86_S135_R2.fastq.gz				
SRR17192228	SRP350197	new	PRJNA787774	SAMN23844344	PG88	PG88	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG88_S65_R1.fastq.gz	PG88_S65_R2.fastq.gz				
SRR17192227	SRP350197	new	PRJNA787774	SAMN23844345	PG89	PG89	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG89_S145_R1.fastq.gz	PG89_S145_R2.fastq.gz				
SRR17192225	SRP350197	new	PRJNA787774	SAMN23844346	PG90	PG90	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG90_S138_R1.fastq.gz	PG90_S138_R2.fastq.gz				
SRR17192224	SRP350197	new	PRJNA787774	SAMN23844347	PG92	PG92	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG92_S51_R1.fastq.gz	PG92_S51_R2.fastq.gz				
SRR17192223	SRP350197	new	PRJNA787774	SAMN23844348	PG94	PG94	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG94_S12_R1.fastq.gz	PG94_S12_R2.fastq.gz				
SRR17192222	SRP350197	new	PRJNA787774	SAMN23844349	PH10	PH10	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH10_S160_R1.fastq.gz	PH10_S160_R2.fastq.gz				
SRR17192221	SRP350197	new	PRJNA787774	SAMN23844350	PH11	PH11	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH11_S157_R1.fastq.gz	PH11_S157_R2.fastq.gz				
SRR17192220	SRP350197	new	PRJNA787774	SAMN23844351	PH12	PH12	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH12_S4_R1.fastq.gz	PH12_S4_R2.fastq.gz				
SRR17192219	SRP350197	new	PRJNA787774	SAMN23844352	PH13	PH13	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH13_S87_R1.fastq.gz	PH13_S87_R2.fastq.gz				
SRR17192218	SRP350197	new	PRJNA787774	SAMN23844353	PH14	PH14	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH14-redeposit_S9_R1.fastq.gz	PH14-redeposit_S9_R2.fastq.gz				
SRR17192217	SRP350197	new	PRJNA787774	SAMN23844354	PH15	PH15	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH15_S144_R1.fastq.gz	PH15_S144_R2.fastq.gz				
SRR17192216	SRP350197	new	PRJNA787774	SAMN23844355	PH16	PH16	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH16_S88_R1.fastq.gz	PH16_S88_R2.fastq.gz				
SRR17192213	SRP350197	new	PRJNA787774	SAMN23844356	PH5	PH5	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH5_S105_R1.fastq.gz	PH5_S105_R2.fastq.gz				
SRR17192212	SRP350197	new	PRJNA787774	SAMN23844357	PH6	PH6	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH6_S106_R1.fastq.gz	PH6_S106_R2.fastq.gz				
SRR17192211	SRP350197	new	PRJNA787774	SAMN23844358	PH7	PH7	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH7_S161_R1.fastq.gz	PH7_S161_R2.fastq.gz				
SRR17192210	SRP350197	new	PRJNA787774	SAMN23844359	PH8	PH8	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PH8_S162_R1.fastq.gz	PH8_S162_R2.fastq.gz				
SRR17192209	SRP350197	new	PRJNA787774	SAMN23844360	PP12	PP12	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PP12_S88_R1.fastq.gz	PP12_S88_R2.fastq.gz				
SRR17192560	SRP350197	new	PRJNA787774	SAMN23844361	PP19	PP19	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PP19_S107_R1.fastq.gz	PP19_S107_R2.fastq.gz				
SRR17422654	SRP350197	new	PRJNA787774	SAMN24603889	CN66	CN66	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq			CN66_S152_R1.fastq.gz	CN66_S152_R2.fastq.gz						
SRR17422653	SRP350197	new	PRJNA787774	SAMN24603890	CT66	CT66	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq			CT66_S265_R1.fastq.gz	CT66_S265_R2.fastq.gz						
SRR17422652	SRP350197	new	PRJNA787774	SAMN24603891	H179	H179	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq			H179_S272_R1.fastq.gz	H179_S272_R2.fastq.gz						
SRR17422651	SRP350197	new	PRJNA787774	SAMN24603892	PG348	PG348	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq			PG348_S264_R1.fastq.gz	PG348_S264_R2.fastq.gz						
